ID,Company Name,Slug,Website,HQ / Primary Office,Country / Region,Regulatory / License Notes,FluidRWA Segment,Services Offered,Asset Classes / Use Cases,Digital Asset / Tokenization Signal,Best For,Investor Types Served,Geographic Coverage,Likely Minimum Deal Size,FluidRWA Priority,Criteria Met,Verification Status,Suggested Listing Description,Source URLs,Codex Add?,Manual Notes
105,MERJ Exchange,merj-exchange,https://merj.exchange,Victoria,Seychelles,Regulated exchange / securities market ecosystem,Digital Securities / Tokenization,"Securities exchange, listings, digital securities initiatives","Digital securities, tokenized funds, tokenized equity, private markets, RWAs",Digital securities exchange relevance,Issuers seeking regulated exchange listings,"Institutional investors, accredited investors, financial advisors, family offices",Cross-border / regional,Not publicly standardized; verify with firm,Medium,regulated/licensed capital markets entity; relevant to private markets/RWA distribution,Public website checked; regulatory status must be verified in FINRA BrokerCheck/SEC IAPD or local regulator before publishing,"MERJ Exchange is a digital securities / tokenization candidate for FluidRWA's broker-dealer and capital distribution category. It may be relevant for issuers seeking regulated exchange listings, with services including securities exchange, listings, digital securities initiatives.",https://merj.exchange | https://brokercheck.finra.org/ | https://adviserinfo.sec.gov/ | https://www.sipc.org/list-of-members/,Yes,"Verify licensing, active registration, disciplinary history, jurisdiction and whether they accept RWA/tokenization mandates before outreach."
106,SDX / SIX Digital Exchange,sdx-six-digital-exchange,https://www.sdx.com,Zurich,Switzerland,Regulated digital securities infrastructure,Digital Securities / Tokenization,"Digital securities exchange, CSD, institutional tokenized assets","Digital securities, tokenized funds, tokenized equity, private markets, RWAs",Tokenized securities market infrastructure,Institutional tokenized securities,"Institutional investors, accredited investors, financial advisors, family offices",Primarily Switzerland,Not publicly standardized; verify with firm,High,regulated/licensed capital markets entity; relevant to private markets/RWA distribution; high buyer-fit for FluidRWA,Public website checked; regulatory status must be verified in FINRA BrokerCheck/SEC IAPD or local regulator before publishing,"SDX / SIX Digital Exchange is a digital securities / tokenization candidate for FluidRWA's broker-dealer and capital distribution category. It may be relevant for institutional tokenized securities, with services including digital securities exchange, csd, institutional tokenized assets.",https://www.sdx.com | https://brokercheck.finra.org/ | https://adviserinfo.sec.gov/ | https://www.sipc.org/list-of-members/,Yes,"Verify licensing, active registration, disciplinary history, jurisdiction and whether they accept RWA/tokenization mandates before outreach."
107,21X,21x,https://www.21x.eu,Frankfurt,Germany,EU DLT trading and settlement infrastructure,Digital Securities / Tokenization,DLT-based trading and settlement for tokenized securities,"Digital securities, tokenized funds, tokenized equity, private markets, RWAs",Tokenization-specific market infrastructure,EU tokenized securities issuers,"Institutional investors, accredited investors, financial advisors, family offices",Primarily Germany,Not publicly standardized; verify with firm,Medium,relevant to private markets/RWA distribution,Public website checked; regulatory status must be verified in FINRA BrokerCheck/SEC IAPD or local regulator before publishing,"21X is a digital securities / tokenization candidate for FluidRWA's broker-dealer and capital distribution category. It may be relevant for eu tokenized securities issuers, with services including dlt-based trading and settlement for tokenized securities.",https://www.21x.eu | https://brokercheck.finra.org/ | https://adviserinfo.sec.gov/ | https://www.sipc.org/list-of-members/,Yes,"Verify licensing, active registration, disciplinary history, jurisdiction and whether they accept RWA/tokenization mandates before outreach."
108,DigiShares Capital Markets,digishares-capital-markets,https://digishares.io,"Los Angeles, CA",United States,Tokenization platform with capital markets ecosystem,Digital Securities / Tokenization,"Real estate tokenization, investor management, marketplace tools","Digital securities, tokenized funds, tokenized equity, private markets, RWAs","RWA/tokenization-focused, broker-dealer verification needed",Real estate tokenization projects,"Institutional investors, accredited investors, financial advisors, family offices",Primarily United States,Not publicly standardized; verify with firm,Medium,relevant to private markets/RWA distribution,Public website checked; regulatory status must be verified in FINRA BrokerCheck/SEC IAPD or local regulator before publishing,"DigiShares Capital Markets is a digital securities / tokenization candidate for FluidRWA's broker-dealer and capital distribution category. It may be relevant for real estate tokenization projects, with services including real estate tokenization, investor management, marketplace tools.",https://digishares.io | https://brokercheck.finra.org/ | https://adviserinfo.sec.gov/ | https://www.sipc.org/list-of-members/,Yes,"Verify licensing, active registration, disciplinary history, jurisdiction and whether they accept RWA/tokenization mandates before outreach."
109,Tokeny,tokeny,https://tokeny.com,Luxembourg,Luxembourg,Tokenization technology provider ecosystem,Digital Securities / Tokenization,"Security token infrastructure, transfer agents, compliance, investor onboarding","Digital securities, tokenized funds, tokenized equity, private markets, RWAs","Tokenization ecosystem, not a broker-dealer itself",Issuers needing security token rails and regulated partners,"Institutional investors, accredited investors, financial advisors, family offices",Primarily Luxembourg,Not publicly standardized; verify with firm,Medium,relevant to private markets/RWA distribution,Public website checked; regulatory status must be verified in FINRA BrokerCheck/SEC IAPD or local regulator before publishing,"Tokeny is a digital securities / tokenization candidate for FluidRWA's broker-dealer and capital distribution category. It may be relevant for issuers needing security token rails and regulated partners, with services including security token infrastructure, transfer agents, compliance, investor onboarding.",https://tokeny.com | https://brokercheck.finra.org/ | https://adviserinfo.sec.gov/ | https://www.sipc.org/list-of-members/,Yes,"Verify licensing, active registration, disciplinary history, jurisdiction and whether they accept RWA/tokenization mandates before outreach."
110,Globacap,globacap,https://www.globacap.com,London,United Kingdom,Regulated capital markets technology provider,Digital Securities / Tokenization,"Digital private placements, cap table, securities administration","Digital securities, tokenized funds, tokenized equity, private markets, RWAs",Digital private markets/tokenization adjacent,Private companies and fund issuers,"Institutional investors, accredited investors, financial advisors, family offices",Primarily United Kingdom,Not publicly standardized; verify with firm,Medium,regulated/licensed capital markets entity; relevant to private markets/RWA distribution,Public website checked; regulatory status must be verified in FINRA BrokerCheck/SEC IAPD or local regulator before publishing,"Globacap is a digital securities / tokenization candidate for FluidRWA's broker-dealer and capital distribution category. It may be relevant for private companies and fund issuers, with services including digital private placements, cap table, securities administration.",https://www.globacap.com | https://brokercheck.finra.org/ | https://adviserinfo.sec.gov/ | https://www.sipc.org/list-of-members/,Yes,"Verify licensing, active registration, disciplinary history, jurisdiction and whether they accept RWA/tokenization mandates before outreach."
111,Ownera,ownera,https://ownera.io,London,United Kingdom,Interoperability network for tokenized assets,Digital Securities / Tokenization,Distribution and connectivity for tokenized assets across institutions,"Digital securities, tokenized funds, tokenized equity, private markets, RWAs","Tokenized asset distribution network, not broker-dealer",Tokenization platforms seeking distribution connectivity,"Institutional investors, accredited investors, financial advisors, family offices",Primarily United Kingdom,Not publicly standardized; verify with firm,Medium,relevant to private markets/RWA distribution,Public website checked; regulatory status must be verified in FINRA BrokerCheck/SEC IAPD or local regulator before publishing,"Ownera is a digital securities / tokenization candidate for FluidRWA's broker-dealer and capital distribution category. It may be relevant for tokenization platforms seeking distribution connectivity, with services including distribution and connectivity for tokenized assets across institutions.",https://ownera.io | https://brokercheck.finra.org/ | https://adviserinfo.sec.gov/ | https://www.sipc.org/list-of-members/,Yes,"Verify licensing, active registration, disciplinary history, jurisdiction and whether they accept RWA/tokenization mandates before outreach."
112,OpenYield,openyield,https://openyield.com,"New York, NY",United States,Brokerage/marketplace infrastructure for fixed income,Fixed Income Brokerage,"Bond marketplace, fixed income execution and distribution","Public securities, alternatives, advisory products, private placements where approved",Tokenized treasuries/fixed income adjacency,Fixed income and treasury product distribution,"Institutional investors, accredited investors, financial advisors, family offices",Primarily United States,Not publicly standardized; verify with firm,Medium,candidate requires deeper validation,Public website checked; regulatory status must be verified in FINRA BrokerCheck/SEC IAPD or local regulator before publishing,"OpenYield is a fixed income brokerage candidate for FluidRWA's broker-dealer and capital distribution category. It may be relevant for fixed income and treasury product distribution, with services including bond marketplace, fixed income execution and distribution.",https://openyield.com | https://brokercheck.finra.org/ | https://adviserinfo.sec.gov/ | https://www.sipc.org/list-of-members/,Yes,"Verify licensing, active registration, disciplinary history, jurisdiction and whether they accept RWA/tokenization mandates before outreach."
113,BondCliQ,bondcliq,https://bondcliq.com,"New York, NY",United States,Fixed income market data/trading ecosystem,Fixed Income Brokerage,"Corporate bond pricing, market data, execution connectivity","Public securities, alternatives, advisory products, private placements where approved",Fixed income RWA market structure relevance,Bond market data and liquidity visibility,"Institutional investors, accredited investors, financial advisors, family offices",Primarily United States,Not publicly standardized; verify with firm,Low,candidate requires deeper validation,Public website checked; regulatory status must be verified in FINRA BrokerCheck/SEC IAPD or local regulator before publishing,"BondCliQ is a fixed income brokerage candidate for FluidRWA's broker-dealer and capital distribution category. It may be relevant for bond market data and liquidity visibility, with services including corporate bond pricing, market data, execution connectivity.",https://bondcliq.com | https://brokercheck.finra.org/ | https://adviserinfo.sec.gov/ | https://www.sipc.org/list-of-members/,Yes,"Verify licensing, active registration, disciplinary history, jurisdiction and whether they accept RWA/tokenization mandates before outreach."
114,MarketAxess,marketaxess,https://www.marketaxess.com,"New York, NY",United States,Electronic trading platform / broker-dealer ecosystem,Fixed Income Brokerage,"Electronic credit trading, fixed income trading network, data","Public securities, alternatives, advisory products, private placements where approved",Institutional bond liquidity/distribution,Fixed income and credit issuers,"Institutional investors, accredited investors, financial advisors, family offices",Primarily United States,Not publicly standardized; verify with firm,Medium,regulated/licensed capital markets entity,Public website checked; regulatory status must be verified in FINRA BrokerCheck/SEC IAPD or local regulator before publishing,"MarketAxess is a fixed income brokerage candidate for FluidRWA's broker-dealer and capital distribution category. It may be relevant for fixed income and credit issuers, with services including electronic credit trading, fixed income trading network, data.",https://www.marketaxess.com | https://brokercheck.finra.org/ | https://adviserinfo.sec.gov/ | https://www.sipc.org/list-of-members/,Yes,"Verify licensing, active registration, disciplinary history, jurisdiction and whether they accept RWA/tokenization mandates before outreach."
115,Tradeweb,tradeweb,https://www.tradeweb.com,"New York, NY",United States,Electronic trading platform / broker-dealer ecosystem,Fixed Income Brokerage,"Electronic trading for rates, credit, money markets, ETFs","Public securities, alternatives, advisory products, private placements where approved",Tokenized treasuries/fixed income adjacency,Institutional fixed income access,"Institutional investors, accredited investors, financial advisors, family offices",Primarily United States,Not publicly standardized; verify with firm,Medium,regulated/licensed capital markets entity,Public website checked; regulatory status must be verified in FINRA BrokerCheck/SEC IAPD or local regulator before publishing,"Tradeweb is a fixed income brokerage candidate for FluidRWA's broker-dealer and capital distribution category. It may be relevant for institutional fixed income access, with services including electronic trading for rates, credit, money markets, etfs.",https://www.tradeweb.com | https://brokercheck.finra.org/ | https://adviserinfo.sec.gov/ | https://www.sipc.org/list-of-members/,Yes,"Verify licensing, active registration, disciplinary history, jurisdiction and whether they accept RWA/tokenization mandates before outreach."
116,Liquidnet,liquidnet,https://www.liquidnet.com,"New York, NY",United States,Agency broker / institutional trading network,Institutional Trading,"Institutional equities, fixed income trading, liquidity network","Private securities, funds, alternatives, capital markets, real-world assets where applicable",Institutional secondary liquidity relevance,Secondary trading and institutional liquidity,"Institutional investors, accredited investors, financial advisors, family offices",Primarily United States,Not publicly standardized; verify with firm,Medium,candidate requires deeper validation,Public website checked; regulatory status must be verified in FINRA BrokerCheck/SEC IAPD or local regulator before publishing,"Liquidnet is a institutional trading candidate for FluidRWA's broker-dealer and capital distribution category. It may be relevant for secondary trading and institutional liquidity, with services including institutional equities, fixed income trading, liquidity network.",https://www.liquidnet.com | https://brokercheck.finra.org/ | https://adviserinfo.sec.gov/ | https://www.sipc.org/list-of-members/,Yes,"Verify licensing, active registration, disciplinary history, jurisdiction and whether they accept RWA/tokenization mandates before outreach."
117,Instinet,instinet,https://www.instinet.com,"New York, NY",United States,Agency broker / electronic trading,Institutional Trading,"Electronic trading, execution algorithms, agency brokerage","Private securities, funds, alternatives, capital markets, real-world assets where applicable",Institutional execution infrastructure,Secondary trading infrastructure,"Institutional investors, accredited investors, financial advisors, family offices",Primarily United States,Not publicly standardized; verify with firm,Low,candidate requires deeper validation,Public website checked; regulatory status must be verified in FINRA BrokerCheck/SEC IAPD or local regulator before publishing,"Instinet is a institutional trading candidate for FluidRWA's broker-dealer and capital distribution category. It may be relevant for secondary trading infrastructure, with services including electronic trading, execution algorithms, agency brokerage.",https://www.instinet.com | https://brokercheck.finra.org/ | https://adviserinfo.sec.gov/ | https://www.sipc.org/list-of-members/,Yes,"Verify licensing, active registration, disciplinary history, jurisdiction and whether they accept RWA/tokenization mandates before outreach."
118,Interactive Brokers,interactive-brokers,https://www.interactivebrokers.com,"Greenwich, CT",United States,Global broker-dealer,Retail/Institutional Brokerage,"Brokerage, trading, global market access, institutional accounts","Public securities, alternatives, advisory products, private placements where approved","Global brokerage infrastructure, not RWA-specific",Global market access and brokerage integrations,"Institutional investors, accredited investors, financial advisors, family offices",Primarily United States,Not publicly standardized; verify with firm,Medium,regulated/licensed capital markets entity,Public website checked; regulatory status must be verified in FINRA BrokerCheck/SEC IAPD or local regulator before publishing,"Interactive Brokers is a retail/institutional brokerage candidate for FluidRWA's broker-dealer and capital distribution category. It may be relevant for global market access and brokerage integrations, with services including brokerage, trading, global market access, institutional accounts.",https://www.interactivebrokers.com | https://brokercheck.finra.org/ | https://adviserinfo.sec.gov/ | https://www.sipc.org/list-of-members/,Yes,"Verify licensing, active registration, disciplinary history, jurisdiction and whether they accept RWA/tokenization mandates before outreach."
119,Robinhood Securities,robinhood-securities,https://robinhood.com,"Menlo Park, CA",United States,US broker-dealer,Retail Brokerage,"Retail brokerage, self-directed investing, crypto via affiliate","Public securities, alternatives, advisory products, private placements where approved","Consumer distribution, not institutional RWA-specific",Mass retail brokerage benchmarking,"Institutional investors, accredited investors, financial advisors, family offices",Primarily United States,Not publicly standardized; verify with firm,Low,regulated/licensed capital markets entity,Public website checked; regulatory status must be verified in FINRA BrokerCheck/SEC IAPD or local regulator before publishing,"Robinhood Securities is a retail brokerage candidate for FluidRWA's broker-dealer and capital distribution category. It may be relevant for mass retail brokerage benchmarking, with services including retail brokerage, self-directed investing, crypto via affiliate.",https://robinhood.com | https://brokercheck.finra.org/ | https://adviserinfo.sec.gov/ | https://www.sipc.org/list-of-members/,Yes,"Verify licensing, active registration, disciplinary history, jurisdiction and whether they accept RWA/tokenization mandates before outreach."
120,SoFi Securities,sofi-securities,https://www.sofi.com/invest,"San Francisco, CA",United States,US broker-dealer,Retail Brokerage,"Retail brokerage, automated investing, financial products","Public securities, alternatives, advisory products, private placements where approved",Consumer fintech distribution,Fintech brokerage benchmarking,"Institutional investors, accredited investors, financial advisors, family offices",Primarily United States,Not publicly standardized; verify with firm,Low,regulated/licensed capital markets entity,Public website checked; regulatory status must be verified in FINRA BrokerCheck/SEC IAPD or local regulator before publishing,"SoFi Securities is a retail brokerage candidate for FluidRWA's broker-dealer and capital distribution category. It may be relevant for fintech brokerage benchmarking, with services including retail brokerage, automated investing, financial products.",https://www.sofi.com/invest | https://brokercheck.finra.org/ | https://adviserinfo.sec.gov/ | https://www.sipc.org/list-of-members/,Yes,"Verify licensing, active registration, disciplinary history, jurisdiction and whether they accept RWA/tokenization mandates before outreach."
121,Public Investing,public-investing,https://public.com,"New York, NY",United States,US broker-dealer,Retail Brokerage,"Retail investing platform, alternatives, treasuries, crypto via affiliates","Public securities, alternatives, advisory products, private placements where approved",Retail alternative investing relevance,Retail alternative investing and treasury products,"Institutional investors, accredited investors, financial advisors, family offices",Primarily United States,Not publicly standardized; verify with firm,Medium,regulated/licensed capital markets entity,Public website checked; regulatory status must be verified in FINRA BrokerCheck/SEC IAPD or local regulator before publishing,"Public Investing is a retail brokerage candidate for FluidRWA's broker-dealer and capital distribution category. It may be relevant for retail alternative investing and treasury products, with services including retail investing platform, alternatives, treasuries, crypto via affiliates.",https://public.com | https://brokercheck.finra.org/ | https://adviserinfo.sec.gov/ | https://www.sipc.org/list-of-members/,Yes,"Verify licensing, active registration, disciplinary history, jurisdiction and whether they accept RWA/tokenization mandates before outreach."
122,Alpaca Securities,alpaca-securities,https://alpaca.markets,"San Mateo, CA",United States,US broker-dealer,Embedded Brokerage,"Brokerage APIs, stock/ETF trading infrastructure, fintech brokerage","Public securities, alternatives, advisory products, private placements where approved",Embedded brokerage rails,Fintechs needing brokerage APIs,"Institutional investors, accredited investors, financial advisors, family offices",Primarily United States,Not publicly standardized; verify with firm,Medium,regulated/licensed capital markets entity,Public website checked; regulatory status must be verified in FINRA BrokerCheck/SEC IAPD or local regulator before publishing,"Alpaca Securities is a embedded brokerage candidate for FluidRWA's broker-dealer and capital distribution category. It may be relevant for fintechs needing brokerage apis, with services including brokerage apis, stock/etf trading infrastructure, fintech brokerage.",https://alpaca.markets | https://brokercheck.finra.org/ | https://adviserinfo.sec.gov/ | https://www.sipc.org/list-of-members/,Yes,"Verify licensing, active registration, disciplinary history, jurisdiction and whether they accept RWA/tokenization mandates before outreach."
123,DriveWealth Institutional,drivewealth-institutional,https://drivewealth.com,"Jersey City, NJ",United States,US broker-dealer,Embedded Brokerage,"Brokerage-as-a-service, fractional trading, global fintech APIs","Public securities, alternatives, advisory products, private placements where approved",Embedded brokerage rails,Fintech distribution and global retail access,"Institutional investors, accredited investors, financial advisors, family offices",Primarily United States,Not publicly standardized; verify with firm,Medium,regulated/licensed capital markets entity,Public website checked; regulatory status must be verified in FINRA BrokerCheck/SEC IAPD or local regulator before publishing,"DriveWealth Institutional is a embedded brokerage candidate for FluidRWA's broker-dealer and capital distribution category. It may be relevant for fintech distribution and global retail access, with services including brokerage-as-a-service, fractional trading, global fintech apis.",https://drivewealth.com | https://brokercheck.finra.org/ | https://adviserinfo.sec.gov/ | https://www.sipc.org/list-of-members/,Yes,"Verify licensing, active registration, disciplinary history, jurisdiction and whether they accept RWA/tokenization mandates before outreach."
124,Apex Fintech Solutions,apex-fintech-solutions,https://apexfintechsolutions.com,"Dallas, TX",United States,Clearing broker-dealer / custody,Clearing Broker-Dealer,"Clearing, custody, digital custody, advisory and fintech infrastructure","Private securities, funds, alternatives, capital markets, real-world assets where applicable",Fintech brokerage infrastructure,"Fintechs, broker-dealers and digital wealth platforms","Institutional investors, accredited investors, financial advisors, family offices",Primarily United States,Not publicly standardized; verify with firm,Medium,regulated/licensed capital markets entity,Public website checked; regulatory status must be verified in FINRA BrokerCheck/SEC IAPD or local regulator before publishing,"Apex Fintech Solutions is a clearing broker-dealer candidate for FluidRWA's broker-dealer and capital distribution category. It may be relevant for fintechs, broker-dealers and digital wealth platforms, with services including clearing, custody, digital custody, advisory and fintech infrastructure.",https://apexfintechsolutions.com | https://brokercheck.finra.org/ | https://adviserinfo.sec.gov/ | https://www.sipc.org/list-of-members/,Yes,"Verify licensing, active registration, disciplinary history, jurisdiction and whether they accept RWA/tokenization mandates before outreach."
125,Wedbush Securities,wedbush-securities,https://www.wedbush.com,"Los Angeles, CA",United States,US broker-dealer / investment bank,Broker-Dealer / Investment Bank,"Wealth management, investment banking, clearing, futures, research","Private equity, private credit, real estate, infrastructure, corporate finance, debt/equity offerings",Brokerage and clearing infrastructure,Emerging companies and advisor networks,"Institutional investors, accredited investors, financial advisors, family offices",Primarily United States,Not publicly standardized; verify with firm,Medium,regulated/licensed capital markets entity; relevant to private markets/RWA distribution,Public website checked; regulatory status must be verified in FINRA BrokerCheck/SEC IAPD or local regulator before publishing,"Wedbush Securities is a broker-dealer / investment bank candidate for FluidRWA's broker-dealer and capital distribution category. It may be relevant for emerging companies and advisor networks, with services including wealth management, investment banking, clearing, futures, research.",https://www.wedbush.com | https://brokercheck.finra.org/ | https://adviserinfo.sec.gov/ | https://www.sipc.org/list-of-members/,Yes,"Verify licensing, active registration, disciplinary history, jurisdiction and whether they accept RWA/tokenization mandates before outreach."
126,Muriel Siebert & Co.,muriel-siebert-co,https://www.siebert.com,"New York, NY",United States,US broker-dealer,Retail/Institutional Brokerage,"Retail brokerage, investment banking, institutional services","Public securities, alternatives, advisory products, private placements where approved",Brokerage and small issuer relevance,Retail brokerage and smaller capital markets,"Institutional investors, accredited investors, financial advisors, family offices",Primarily United States,Not publicly standardized; verify with firm,Low,regulated/licensed capital markets entity,Public website checked; regulatory status must be verified in FINRA BrokerCheck/SEC IAPD or local regulator before publishing,"Muriel Siebert & Co. is a retail/institutional brokerage candidate for FluidRWA's broker-dealer and capital distribution category. It may be relevant for retail brokerage and smaller capital markets, with services including retail brokerage, investment banking, institutional services.",https://www.siebert.com | https://brokercheck.finra.org/ | https://adviserinfo.sec.gov/ | https://www.sipc.org/list-of-members/,Yes,"Verify licensing, active registration, disciplinary history, jurisdiction and whether they accept RWA/tokenization mandates before outreach."
127,R. Seelaus & Co.,r-seelaus-co,https://www.rseelaus.com,"Summit, NJ",United States,US broker-dealer / wealth management,Wealth Broker-Dealer,"Wealth management, fixed income, investment solutions","Public securities, alternatives, advisory products, private placements where approved",Regional broker-dealer with fixed income focus,Regional wealth and fixed income access,"Institutional investors, accredited investors, financial advisors, family offices",Primarily United States,Not publicly standardized; verify with firm,Low,regulated/licensed capital markets entity; relevant to private markets/RWA distribution,Public website checked; regulatory status must be verified in FINRA BrokerCheck/SEC IAPD or local regulator before publishing,"R. Seelaus & Co. is a wealth broker-dealer candidate for FluidRWA's broker-dealer and capital distribution category. It may be relevant for regional wealth and fixed income access, with services including wealth management, fixed income, investment solutions.",https://www.rseelaus.com | https://brokercheck.finra.org/ | https://adviserinfo.sec.gov/ | https://www.sipc.org/list-of-members/,Yes,"Verify licensing, active registration, disciplinary history, jurisdiction and whether they accept RWA/tokenization mandates before outreach."
128,Arete Wealth,arete-wealth,https://aretewealth.com,"Chicago, IL",United States,US broker-dealer / wealth management,Alternative Broker-Dealer,"Brokerage, advisory, alternative investments, investment banking","Private securities, funds, alternatives, capital markets, real-world assets where applicable",Alternatives distribution relevance,Alternative investment sponsors,"Institutional investors, accredited investors, financial advisors, family offices",Primarily United States,Not publicly standardized; verify with firm,Medium,regulated/licensed capital markets entity; relevant to private markets/RWA distribution,Public website checked; regulatory status must be verified in FINRA BrokerCheck/SEC IAPD or local regulator before publishing,"Arete Wealth is a alternative broker-dealer candidate for FluidRWA's broker-dealer and capital distribution category. It may be relevant for alternative investment sponsors, with services including brokerage, advisory, alternative investments, investment banking.",https://aretewealth.com | https://brokercheck.finra.org/ | https://adviserinfo.sec.gov/ | https://www.sipc.org/list-of-members/,Yes,"Verify licensing, active registration, disciplinary history, jurisdiction and whether they accept RWA/tokenization mandates before outreach."
129,Concorde Investment Services,concorde-investment-services,https://www.concordeis.com,"Livonia, MI",United States,US broker-dealer,Alternative Broker-Dealer,"Alternative investments, brokerage, advisor platform","Private securities, funds, alternatives, capital markets, real-world assets where applicable",Alternatives distribution relevance,Sponsors seeking alternative investment advisors,"Institutional investors, accredited investors, financial advisors, family offices",Primarily United States,Not publicly standardized; verify with firm,Medium,regulated/licensed capital markets entity; relevant to private markets/RWA distribution,Public website checked; regulatory status must be verified in FINRA BrokerCheck/SEC IAPD or local regulator before publishing,"Concorde Investment Services is a alternative broker-dealer candidate for FluidRWA's broker-dealer and capital distribution category. It may be relevant for sponsors seeking alternative investment advisors, with services including alternative investments, brokerage, advisor platform.",https://www.concordeis.com | https://brokercheck.finra.org/ | https://adviserinfo.sec.gov/ | https://www.sipc.org/list-of-members/,Yes,"Verify licensing, active registration, disciplinary history, jurisdiction and whether they accept RWA/tokenization mandates before outreach."
130,Cabot Lodge Securities,cabot-lodge-securities,https://www.cabotlodge.com,"New York, NY",United States,US broker-dealer,Alternative Broker-Dealer,"Brokerage, alternative investments, capital markets","Private securities, funds, alternatives, capital markets, real-world assets where applicable",Alternatives and private placements,Alternative investment sponsors,"Institutional investors, accredited investors, financial advisors, family offices",Primarily United States,Not publicly standardized; verify with firm,Medium,regulated/licensed capital markets entity; relevant to private markets/RWA distribution,Public website checked; regulatory status must be verified in FINRA BrokerCheck/SEC IAPD or local regulator before publishing,"Cabot Lodge Securities is a alternative broker-dealer candidate for FluidRWA's broker-dealer and capital distribution category. It may be relevant for alternative investment sponsors, with services including brokerage, alternative investments, capital markets.",https://www.cabotlodge.com | https://brokercheck.finra.org/ | https://adviserinfo.sec.gov/ | https://www.sipc.org/list-of-members/,Yes,"Verify licensing, active registration, disciplinary history, jurisdiction and whether they accept RWA/tokenization mandates before outreach."
131,Emerson Equity,emerson-equity,https://emerson-equity.com,"San Mateo, CA",United States,US broker-dealer,Alternative Broker-Dealer,"Alternative investments, private placements, DSTs, real estate programs","Private securities, funds, alternatives, capital markets, real-world assets where applicable",Real estate and alternatives distribution,Real estate and private placement sponsors,"Institutional investors, accredited investors, financial advisors, family offices",Primarily United States,Not publicly standardized; verify with firm,Medium,regulated/licensed capital markets entity; relevant to private markets/RWA distribution,Public website checked; regulatory status must be verified in FINRA BrokerCheck/SEC IAPD or local regulator before publishing,"Emerson Equity is a alternative broker-dealer candidate for FluidRWA's broker-dealer and capital distribution category. It may be relevant for real estate and private placement sponsors, with services including alternative investments, private placements, dsts, real estate programs.",https://emerson-equity.com | https://brokercheck.finra.org/ | https://adviserinfo.sec.gov/ | https://www.sipc.org/list-of-members/,Yes,"Verify licensing, active registration, disciplinary history, jurisdiction and whether they accept RWA/tokenization mandates before outreach."
132,Great Point Capital,great-point-capital,https://www.greatpointcapital.com,"Chicago, IL",United States,US broker-dealer,Alternative Broker-Dealer,"Brokerage, investment banking, proprietary trading, capital markets","Private securities, funds, alternatives, capital markets, real-world assets where applicable",Alternative and small/mid-cap capital markets,Emerging companies and investment sponsors,"Institutional investors, accredited investors, financial advisors, family offices",Primarily United States,Not publicly standardized; verify with firm,Medium,regulated/licensed capital markets entity; relevant to private markets/RWA distribution,Public website checked; regulatory status must be verified in FINRA BrokerCheck/SEC IAPD or local regulator before publishing,"Great Point Capital is a alternative broker-dealer candidate for FluidRWA's broker-dealer and capital distribution category. It may be relevant for emerging companies and investment sponsors, with services including brokerage, investment banking, proprietary trading, capital markets.",https://www.greatpointcapital.com | https://brokercheck.finra.org/ | https://adviserinfo.sec.gov/ | https://www.sipc.org/list-of-members/,Yes,"Verify licensing, active registration, disciplinary history, jurisdiction and whether they accept RWA/tokenization mandates before outreach."
133,Kingswood Capital Partners,kingswood-capital-partners,https://www.kingswoodus.com,"New York, NY",United States,US broker-dealer / wealth management,Alternative Broker-Dealer,"Wealth management, investment banking, capital markets, alternatives","Private securities, funds, alternatives, capital markets, real-world assets where applicable",Wealth and capital markets distribution,Alternative investment sponsors and growth issuers,"Institutional investors, accredited investors, financial advisors, family offices",Primarily United States,Not publicly standardized; verify with firm,Medium,regulated/licensed capital markets entity; relevant to private markets/RWA distribution,Public website checked; regulatory status must be verified in FINRA BrokerCheck/SEC IAPD or local regulator before publishing,"Kingswood Capital Partners is a alternative broker-dealer candidate for FluidRWA's broker-dealer and capital distribution category. It may be relevant for alternative investment sponsors and growth issuers, with services including wealth management, investment banking, capital markets, alternatives.",https://www.kingswoodus.com | https://brokercheck.finra.org/ | https://adviserinfo.sec.gov/ | https://www.sipc.org/list-of-members/,Yes,"Verify licensing, active registration, disciplinary history, jurisdiction and whether they accept RWA/tokenization mandates before outreach."
134,Realta Wealth,realta-wealth,https://www.realtawealth.com,"Wilmington, DE",United States,US broker-dealer / wealth platform,Alternative Broker-Dealer,"Independent broker-dealer, advisory, alternatives, advisor support","Private securities, funds, alternatives, capital markets, real-world assets where applicable",Alternative investment distribution,Advisor channel alternatives,"Institutional investors, accredited investors, financial advisors, family offices",Primarily United States,Not publicly standardized; verify with firm,Medium,regulated/licensed capital markets entity; relevant to private markets/RWA distribution,Public website checked; regulatory status must be verified in FINRA BrokerCheck/SEC IAPD or local regulator before publishing,"Realta Wealth is a alternative broker-dealer candidate for FluidRWA's broker-dealer and capital distribution category. It may be relevant for advisor channel alternatives, with services including independent broker-dealer, advisory, alternatives, advisor support.",https://www.realtawealth.com | https://brokercheck.finra.org/ | https://adviserinfo.sec.gov/ | https://www.sipc.org/list-of-members/,Yes,"Verify licensing, active registration, disciplinary history, jurisdiction and whether they accept RWA/tokenization mandates before outreach."
